name,fight_record,nickname,Height,Weight,Reach,STANCE,DOB,SLpM,Str.Acc.,SApM,Str.Def,TDAvg.,TDAcc.,TDDef.,Sub.Avg.,timestamp
Aljamain Sterling,24-5-0,Funk Master,"5'7""",145lbs.,"71""",Orthodox,"Jul31,1989",4.41,52%,2.21,58%,2.51,29%,42%,0.7,2025-07-24 10:17:07.375392
Marc Stevens,21-10-0,,"5'9""",155lbs.,--,,--,0.45,26%,1.79,46%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Joe Stevenson,33-16-0,Daddy,"5'7""",145lbs.,"70""",Orthodox,"Jun15,1982",2.05,44%,2.44,60%,2.75,44%,39%,2.2,2025-07-24 10:17:07.375392
Maia Stevenson,6-5-0,,"5'4""",115lbs.,"62""",Orthodox,"Mar19,1982",1.57,54%,3.13,33%,3.91,100%,50%,0.0,2025-07-24 10:17:07.375392
Luke Stewart,6-3-0,,"5'11""",170lbs.,--,Orthodox,--,3.75,56%,2.34,53%,3.75,33%,50%,1.9,2025-07-24 10:17:07.375392
Darren Stewart,12-8-0 (2 NC),The Dentist,"6'0""",205lbs.,"74""",Orthodox,"Dec30,1990",3.05,45%,3.29,48%,1.75,45%,67%,0.1,2025-07-24 10:17:07.375392
Kyle Stewart,11-3-0,Gunz Up,"6'0""",170lbs.,"76""",Orthodox,"Jan31,1989",1.41,35%,2.42,43%,1.32,20%,60%,0.0,2025-07-24 10:17:07.375392
Alex Stiebling,19-11-1 (1 NC),The Brazilian Killa,"6'2""",205lbs.,--,Southpaw,--,1.77,42%,1.45,52%,0.35,66%,66%,0.7,2025-07-24 10:17:07.375392
Tyler Stinson,30-10-0,The Evolution,"6'3""",170lbs.,--,,"Jan17,1986",2.80,23%,4.60,56%,0.50,100%,0%,0.5,2025-07-24 10:17:07.375392
Navajo Stirling,7-0-0,,"6'4""",205lbs.,"79""",Orthodox,"Nov07,1997",6.43,52%,2.49,61%,1.20,30%,78%,0.0,2025-07-24 10:17:07.375392
Dan Stittgen,12-5-0,The Anvil,"6'1""",170lbs.,--,Orthodox,"Nov17,1980",2.97,46%,4.42,37%,0.78,100%,100%,0.0,2025-07-24 10:17:07.375392
Lazar Stojadinovic,12-5-0,The Bronx Bomber,"5'7""",145lbs.,"68""",Southpaw,"Mar22,1989",1.82,29%,1.97,59%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Denis Stojnic,13-3-0 (1 NC),,"6'0""",245lbs.,--,Orthodox,"Feb02,1980",1.51,23%,6.06,36%,0.00,0%,80%,1.0,2025-07-24 10:17:07.375392
Julija Stoliarenko,11-9-2,,"5'7""",125lbs.,"66""",Orthodox,"Apr08,1993",2.49,39%,4.54,46%,0.93,27%,54%,1.7,2025-07-24 10:17:07.375392
Dustin Stoltzfus,16-7-0,,"6'0""",185lbs.,"75""",Orthodox,"Nov15,1991",3.14,45%,3.14,47%,2.26,41%,46%,1.3,2025-07-24 10:17:07.375392
Niklas Stolze,12-6-0,Green Mask,"6'1""",155lbs.,"74""",Switch,"Dec28,1992",2.12,48%,2.25,49%,0.66,100%,55%,0.7,2025-07-24 10:17:07.375392
Ken Stone,11-4-0,,"5'8""",135lbs.,"71""",Southpaw,"Oct08,1982",3.85,49%,2.90,48%,1.24,33%,60%,0.6,2025-07-24 10:17:07.375392
Ryan Stonitsch,8-1-0,,"5'9""",170lbs.,--,Southpaw,"Feb03,1977",2.53,36%,2.53,71%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
George Stork,7-9-0,,"5'10""",185lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Rick Story,19-9-0,The Horror,"5'9""",170lbs.,"71""",Southpaw,"Aug28,1984",3.80,41%,2.17,62%,2.53,48%,63%,0.9,2025-07-24 10:17:07.375392
Darko Stosic,13-4-0,,"6'0""",205lbs.,"76""",Orthodox,"Feb09,1992",2.61,45%,4.04,58%,3.42,50%,83%,0.0,2025-07-24 10:17:07.375392
Greg Stott,0-1-0,Ranger,"5'7""",220lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Curtis Stout,11-12-1,,"6'1""",185lbs.,--,Southpaw,"Nov07,1973",0.69,67%,3.20,29%,0.00,0%,20%,0.0,2025-07-24 10:17:07.375392
Sam Stout,20-12-1,Hands of Stone,"5'9""",155lbs.,"70""",Orthodox,"Apr23,1984",4.17,28%,4.08,57%,0.63,38%,77%,0.1,2025-07-24 10:17:07.375392
Tim Stout,12-10-0,,"5'11""",185lbs.,--,,"Feb09,1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Jesse Strader,5-3-0,Sui Generis,"5'7""",135lbs.,"70""",Orthodox,"May29,1991",5.03,51%,5.28,47%,3.87,57%,100%,0.0,2025-07-24 10:17:07.375392
Gennaro Strangis,0-1-0,,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Dave Strasser,25-8-0,,"5'10""",170lbs.,--,Orthodox,"Jul13,1969",3.04,45%,1.88,59%,0.72,33%,33%,0.0,2025-07-24 10:17:07.375392
Daniel Straus,24-7-0 (1 NC),,"5'7""",145lbs.,"71""",,"Jul27,1984",4.76,43%,2.99,57%,0.84,15%,81%,1.1,2025-07-24 10:17:07.375392
Gerald Strebendt,9-7-0,The Finishing Machine,"5'9""",155lbs.,--,Orthodox,"Mar01,1979",0.00,0%,4.00,38%,0.00,0%,0%,16.4,2025-07-24 10:17:07.375392
Sean Strickland,29-7-0,,"6'1""",185lbs.,"76""",Orthodox,"Feb27,1991",5.95,42%,4.57,60%,0.73,64%,76%,0.2,2025-07-24 10:17:07.375392
Mark Striegl,18-4-0 (1 NC),Mugen,"5'8""",145lbs.,"70""",Southpaw,"Jun23,1988",1.40,45%,4.07,40%,0.00,0%,66%,0.0,2025-07-24 10:17:07.375392
Hans Stringer,22-8-3,,"6'3""",205lbs.,--,Orthodox,"Jul06,1987",3.16,61%,2.84,41%,2.40,36%,62%,0.0,2025-07-24 10:17:07.375392
Stefan Struve,33-13-0,Skyscraper,"6'11""",265lbs.,"84""",Orthodox,"Feb18,1988",3.12,47%,4.04,46%,0.56,46%,55%,1.7,2025-07-24 10:17:07.375392
Josh Stuart,1-4-0,,"5'9""",160lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Mike Stumpf,11-4-0,,"5'10""",170lbs.,--,,"Aug01,1986",3.34,43%,8.85,47%,1.59,25%,33%,0.8,2025-07-24 10:17:07.375392
Kyle Sturgeon,0-1-0,,"6'3""",225lbs.,--,Switch,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Tatiana Suarez,11-1-0,,"5'5""",115lbs.,"66""",Southpaw,"Dec19,1990",3.22,61%,1.58,47%,4.65,47%,80%,0.7,2025-07-24 10:17:07.375392
Masanori Suda,22-11-3,,"5'9""",183lbs.,--,Orthodox,--,1.80,50%,1.20,63%,0.00,0%,60%,0.0,2025-07-24 10:17:07.375392
Genki Sudo,15-4-2,Neo-Samurai,"5'9""",155lbs.,--,Orthodox,"Mar08,1978",1.55,39%,2.23,33%,3.58,60%,50%,4.2,2025-07-24 10:17:07.375392
Lucasz Sudolski,8-1-0,,"6'4""",205lbs.,"75""",Orthodox,"Jun15,1993",5.70,67%,4.89,28%,0.00,0%,100%,0.0,2025-07-24 10:17:07.375392
Daisuke Sugie,10-8-1,Amazon,"5'6""",160lbs.,--,Orthodox,--,0.00,0%,0.22,80%,3.27,50%,0%,3.3,2025-07-24 10:17:07.375392
Takashi Sugiura,1-3-0,,"5'11""",225lbs.,--,Southpaw,"May31,1970",1.37,40%,2.08,53%,1.33,66%,0%,0.0,2025-07-24 10:17:07.375392
Naho Sugiyuma,12-5-0,Sugi Rock,"5'1""",105lbs.,--,,"Feb03,1978",2.59,48%,2.45,71%,2.05,100%,66%,0.0,2025-07-24 10:17:07.375392
Sulangrangbo,9-3-0,,"5'9""",135lbs.,"66""",Southpaw,"Jul17,2005",6.32,60%,5.00,48%,0.00,0%,100%,0.0,2025-07-24 10:17:07.375392
George Sullivan,17-7-0 (1 NC),The Silencer,"6'0""",170lbs.,"73""",Orthodox,"Mar13,1981",3.53,39%,2.42,57%,1.37,20%,38%,0.7,2025-07-24 10:17:07.375392
Amar Suloev,24-7-0,,"5'9""",183lbs.,--,Orthodox,"Jul01,1976",1.98,37%,2.19,70%,0.27,100%,88%,0.3,2025-07-24 10:17:07.375392
Magomed Sultanakhmedov,18-6-0,,"6'2""",185lbs.,--,Southpaw,--,0.00,0%,2.40,42%,9.00,100%,0%,9.0,2025-07-24 10:17:07.375392
Justin Sumter,7-3-0,,"6'2""",185lbs.,"80""",Southpaw,"Nov16,1989",2.68,48%,7.64,34%,2.87,100%,0%,0.0,2025-07-24 10:17:07.375392
Sumudaerji,17-7-0,The Tibetan Eagle,"5'8""",125lbs.,"72""",Southpaw,"Jan20,1996",4.40,51%,2.63,60%,0.18,25%,67%,0.7,2025-07-24 10:17:07.375392
Rama Supandhi,8-4-0,Hellboy,"5'5""",125lbs.,"66""",Southpaw,"Nov07,1991",2.20,42%,3.53,48%,1.00,11%,0%,0.0,2025-07-24 10:17:07.375392
Aji Susilo,6-4-0,,"5'10""",155lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Jason Suttie,0-1-0,Nobunaga,"6'0""",210lbs.,--,Orthodox,"Aug07,1973",2.07,83%,4.97,36%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Joel Sutton,2-4-1,,"5'11""",205lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Chad Sutton,2-2-0,,"6'1""",185lbs.,--,,"Aug07,1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Danilo Suzart,9-2-0,,"6'0""",260lbs.,--,Orthodox,"Dec04,1991",4.09,55%,11.73,51%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Martin Svensson,15-6-0,,"6'1""",155lbs.,--,,"Apr25,1985",2.02,38%,5.91,38%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Daniel Swain,20-10-1,,"5'9""",145lbs.,"70""",Orthodox,"Jan30,1991",0.80,44%,3.20,40%,0.00,0%,0%,6.0,2025-07-24 10:17:07.375392
Cub Swanson,30-14-0,,"5'8""",145lbs.,"70""",Orthodox,"Nov02,1983",4.79,51%,4.00,59%,1.01,50%,63%,0.4,2025-07-24 10:17:07.375392
Mike Swick,15-6-0,Quick,"6'1""",170lbs.,"77""",Orthodox,"Jun19,1979",2.36,37%,2.29,54%,1.06,50%,61%,0.6,2025-07-24 10:17:07.375392
Floyd Sword,12-3-0,,"6'0""",185lbs.,--,Orthodox,"Aug24,1976",0.78,42%,1.57,40%,0.00,0%,33%,0.0,2025-07-24 10:17:07.375392
Oumar Sy,11-1-0,,"6'4""",205lbs.,"83""",Orthodox,"Nov21,1995",3.68,50%,1.81,70%,2.22,33%,100%,0.4,2025-07-24 10:17:07.375392
Klaudia Sygula,7-2-0,,"5'8""",135lbs.,"69""",Orthodox,"Dec30,1998",5.30,53%,4.73,57%,0.70,20%,33%,0.0,2025-07-24 10:17:07.375392
Bentley Syler,5-1-0,Bolivia,"5'4""",125lbs.,--,Orthodox,"Dec22,1982",1.30,18%,1.73,79%,0.00,0%,75%,0.0,2025-07-24 10:17:07.375392
Kevin Syler,10-1-0,El Nino Bala,"5'9""",155lbs.,"71""",Switch,"Jul29,1993",5.60,69%,4.03,48%,1.00,40%,77%,2.0,2025-07-24 10:17:07.375392
Leo Sylvest,10-16-0,Lethal,"5'11""",205lbs.,--,Orthodox,"Sep03,1973",0.00,0%,6.58,27%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Tony Sylvester,11-3-0,,"6'1""",225lbs.,--,Southpaw,"Jan27,1978",0.00,0%,10.12,12%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Tim Sylvia,31-10-0 (1 NC),The Maine-iac,"6'8""",265lbs.,"80""",Orthodox,"Mar05,1976",4.23,41%,2.61,61%,0.11,100%,75%,0.1,2025-07-24 10:17:07.375392
Kevin Szaflarski,11-2-0,,"6'5""",260lbs.,"77""",Orthodox,"Dec30,1994",1.13,28%,8.07,30%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Sebastian Szalay,9-1-0,Seb,"5'6""",145lbs.,"66""",Orthodox,"Feb03,1994",3.80,41%,1.13,74%,0.00,0%,84%,0.0,2025-07-24 10:17:07.375392
Bartosz Szewczyk,8-3-1,,"6'4""",205lbs.,"73""",Orthodox,"Sep18,1997",2.70,33%,3.52,47%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Osamu Tachihikari,0-4-0,,"6'5""",300lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Amber Tackett,1-3-0,,--,115lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Eugenio Tadeu,2-3-0 (1 NC),,"5'8""",160lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Albert Tadevosyan,13-3-1,Albeezy,--,170lbs.,--,,"Apr12,1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Justin Tafa,7-5-0 (1 NC),Bad Man,"6'0""",264lbs.,"74""",Southpaw,"Dec13,1993",4.05,54%,5.11,47%,0.00,0%,53%,0.0,2025-07-24 10:17:07.375392
Junior Tafa,6-4-0,The Juggernaut,"6'3""",205lbs.,"75""",Orthodox,"Sep21,1996",3.19,51%,2.49,51%,0.00,0%,69%,0.0,2025-07-24 10:17:07.375392
Khalid Taha,13-5-0 (1 NC),The Warrior,"5'5""",135lbs.,"69""",Orthodox,"Feb15,1992",2.64,32%,4.12,46%,0.00,0%,61%,0.2,2025-07-24 10:17:07.375392
Joe Taimanglo,23-7-1,The Juggernaut,"5'4""",135lbs.,--,,"Jun27,1984",4.18,42%,4.55,59%,5.45,40%,100%,1.4,2025-07-24 10:17:07.375392
Tatsuro Taira,16-1-0,,"5'7""",125lbs.,"70""",Orthodox,"Jan27,2000",2.99,60%,2.69,46%,2.73,44%,45%,1.6,2025-07-24 10:17:07.375392
Mairbek Taisumov,27-6-0,Beckan,"5'9""",155lbs.,"73""",Orthodox,"Aug08,1988",2.98,39%,3.03,64%,1.34,63%,88%,0.0,2025-07-24 10:17:07.375392
Nobuhiko Takada,2-6-2,,"6'0""",220lbs.,--,Southpaw,"Apr12,1962",0.31,24%,1.92,39%,1.15,20%,0%,0.0,2025-07-24 10:17:07.375392
Yoshiki Takahashi,30-27-3 (1 NC),Kazuo,"5'11""",199lbs.,--,Southpaw,"Mar13,1969",2.26,51%,6.47,44%,0.00,0%,66%,2.3,2025-07-24 10:17:07.375392
Yoko Takahashi,15-12-2,,"5'8""",150lbs.,--,,"Apr20,1973",5.11,54%,8.78,48%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Daiju Takase,12-15-2,,"6'0""",170lbs.,--,Southpaw,"Apr20,1978",0.49,30%,1.64,47%,0.84,17%,21%,1.2,2025-07-24 10:17:07.375392
Hiroyuki Takaya,21-14-2,Streetfight Bancho,"5'6""",139lbs.,--,Orthodox,"Jun10,1977",3.18,33%,3.16,60%,0.90,45%,66%,0.0,2025-07-24 10:17:07.375392
Yoshihiro Takayama,1-4-0,,"6'5""",280lbs.,--,Orthodox,"Sep19,1968",3.40,54%,5.69,29%,0.67,33%,55%,0.0,2025-07-24 10:17:07.375392
Makoto Takimoto,6-5-0,,"5'7""",205lbs.,--,Southpaw,"Dec08,1979",1.37,39%,1.71,55%,1.48,50%,25%,1.1,2025-07-24 10:17:07.375392
Oleg Taktarov,17-5-2,The Russian Bear,"6'0""",210lbs.,--,Orthodox,"Aug26,1967",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Payton Talbott,10-1-0,,"5'10""",135lbs.,"70""",Switch,"Sep09,1998",6.05,54%,3.26,46%,0.24,25%,76%,0.2,2025-07-24 10:17:07.375392
Nordine Taleb,15-7-0,,"6'1""",170lbs.,"74""",Orthodox,"Jun10,1981",3.66,51%,2.62,66%,1.94,76%,73%,0.0,2025-07-24 10:17:07.375392
Murtaza Talha,6-1-0,,"6'0""",185lbs.,"74""",Orthodox,"Jul10,1996",4.91,58%,8.29,30%,0.00,0%,100%,0.0,2025-07-24 10:17:07.375392
Tsuyoshi Tamakairiki,0-3-0,,"6'0""",220lbs.,--,Orthodox,--,0.00,0%,26.67,50%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Eli Tamez,10-0-0,Tomahawk,"5'7""",135lbs.,--,,"Aug22,1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Kiyoshi Tamura,32-13-3,,"5'11""",185lbs.,--,Southpaw,"Dec17,1969",2.44,53%,1.44,60%,0.58,60%,45%,0.2,2025-07-24 10:17:07.375392
Akitoshi Tamura,21-18-2,The Ironman,"5'9""",135lbs.,"70""",Orthodox,"May31,1980",3.73,43%,1.94,78%,0.00,0%,20%,1.0,2025-07-24 10:17:07.375392
Issei Tamura,10-8-0,,"5'5""",135lbs.,"63""",Orthodox,"Mar12,1984",1.89,53%,4.58,44%,0.92,25%,33%,0.0,2025-07-24 10:17:07.375392
Jason Tan,5-3-0,,"5'10""",170lbs.,--,Orthodox,"Dec17,1981",0.69,29%,7.37,18%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Akihito Tanaka,2-2-0,Kinniku Mantaro,--,--,--,Southpaw,--,0.19,50%,2.05,38%,5.59,66%,0%,0.0,2025-07-24 10:17:07.375392
Michinori Tanaka,11-3-0,,"5'5""",135lbs.,"67""",Orthodox,"Oct04,1990",1.97,37%,1.99,50%,2.40,38%,43%,0.2,2025-07-24 10:17:07.375392
Evan Tanner,32-8-0,,"6'0""",185lbs.,"74""",Orthodox,"Feb11,1971",3.05,59%,2.64,56%,2.55,43%,25%,1.3,2025-07-24 10:17:07.375392
Kasey Tanner,6-1-0,,"5'7""",135lbs.,"69""",Orthodox,"Jan11,1992",6.60,50%,6.67,63%,2.00,33%,0%,0.0,2025-07-24 10:17:07.375392
Otari Tanzilovi,9-1-0,,"5'10""",135lbs.,"70""",Orthodox,"Apr09,1998",4.53,72%,3.33,55%,4.00,25%,0%,0.0,2025-07-24 10:17:07.375392
Manny Tapia,12-14-1,The Mangler,"5'5""",135lbs.,"67""",Orthodox,"Mar14,1981",2.69,21%,4.74,58%,0.49,40%,66%,0.2,2025-07-24 10:17:07.375392
Gary Tapusoa,8-3-0,,"5'7""",185lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Miesha Tate,20-10-0,Cupcake,"5'6""",135lbs.,"65""",Orthodox,"Aug18,1986",2.62,44%,3.05,51%,1.97,30%,56%,1.2,2025-07-24 10:17:07.375392
Aaron Tau,10-1-0,Tauzemup,"5'4""",125lbs.,"66""",Switch,"Aug21,1993",4.47,52%,3.99,58%,0.80,33%,54%,0.0,2025-07-24 10:17:07.375392
Deividas Taurosevicius,17-5-0,,"5'9""",145lbs.,"68""",Southpaw,"Aug28,1977",2.13,43%,1.82,59%,2.00,28%,50%,0.3,2025-07-24 10:17:07.375392
Thiago Tavares,21-7-1,,"5'7""",145lbs.,"70""",Orthodox,"Nov08,1984",2.00,40%,2.31,62%,3.83,42%,62%,1.5,2025-07-24 10:17:07.375392
Jeremy Tavares,1-6-0,,--,135lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Brad Tavares,21-11-0,,"6'1""",185lbs.,"74""",Orthodox,"Dec21,1987",3.42,43%,3.28,55%,0.71,26%,81%,0.0,2025-07-24 10:17:07.375392
Ramon Taveras,10-3-0,The Savage,"5'8""",135lbs.,"70""",Southpaw,"Jan09,1994",4.62,44%,7.41,57%,0.00,0%,100%,0.0,2025-07-24 10:17:07.375392
Paul Taylor,11-6-1 (1 NC),Relentless,"6'0""",155lbs.,"72""",Orthodox,"Dec15,1979",4.44,47%,4.47,55%,0.27,25%,56%,0.5,2025-07-24 10:17:07.375392
Jesse Taylor,31-15-0,JT Money,"6'0""",170lbs.,"73""",Orthodox,"Jan02,1983",1.94,65%,0.55,38%,7.28,50%,100%,3.1,2025-07-24 10:17:07.375392
Torrance Taylor,13-8-1,,"5'7""",155lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Louis Taylor,13-4-0,Handgunz,"5'11""",185lbs.,--,Orthodox,"May12,1979",2.06,32%,1.24,68%,2.48,28%,100%,0.0,2025-07-24 10:17:07.375392
Anthony Taylor,1-3-0,Pretty Boy,"5'7""",145lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Danielle Taylor,9-4-0,Dynamite,"5'0""",115lbs.,"60""",Orthodox,"Oct25,1989",2.75,29%,3.31,71%,0.20,20%,70%,0.2,2025-07-24 10:17:07.375392
J.T Taylor,7-7-0,The Outlaw,"5'10""",--,--,,--,3.17,80%,3.70,26%,3.96,100%,0%,7.9,2025-07-24 10:17:07.375392
James Te Huna,16-9-0,,"6'2""",185lbs.,"75""",Orthodox,"Sep29,1981",4.04,51%,2.99,62%,2.75,37%,58%,0.2,2025-07-24 10:17:07.375392
Cam Teague,7-1-0,Chaos,"5'10""",145lbs.,"69""",Orthodox,"Feb13,1998",5.87,27%,20.14,35%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Shawn Teed,5-2-0,,"6'5""",265lbs.,--,Orthodox,"Feb13,1992",1.40,42%,13.31,21%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Glover Teixeira,33-9-0,,"6'2""",205lbs.,"76""",Orthodox,"Oct28,1979",3.73,49%,4.43,51%,2.11,33%,60%,0.9,2025-07-24 10:17:07.375392
John Teixeira,21-2-2,Macapa,"5'7""",145lbs.,--,Orthodox,"Nov18,1986",3.36,35%,3.20,63%,1.00,27%,71%,0.7,2025-07-24 10:17:07.375392
Ewerton Teixeira,3-1-0,,"6'1""",242lbs.,--,,"Feb13,1982",2.00,39%,3.22,35%,0.00,0%,33%,0.0,2025-07-24 10:17:07.375392
Tallison Teixeira,8-1-0,Xicao,"6'7""",258lbs.,"83""",Orthodox,"Dec07,1999",12.83,59%,8.98,56%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Tra Telligman,7-5-1,Trauma,"6'2""",233lbs.,--,Orthodox,"Feb07,1965",1.83,35%,3.02,56%,0.87,100%,80%,0.0,2025-07-24 10:17:07.375392
Ramazan Temirov,19-3-0,Temurlan,"5'4""",125lbs.,"63""",Orthodox,"Jan31,1997",4.37,40%,3.93,59%,0.84,50%,100%,0.0,2025-07-24 10:17:07.375392
Taneisha Tennant,5-1-0,Triple Threat,"5'7""",145lbs.,"70""",Orthodox,"Jun15,1989",5.67,55%,3.40,71%,0.00,0%,100%,0.0,2025-07-24 10:17:07.375392
Herman Terrado,15-3-1,,--,170lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Dave Terrel,7-7-0,The Bionic,"5'8""",170lbs.,--,Southpaw,"May10,1978",2.62,43%,2.80,48%,3.28,38%,100%,0.0,2025-07-24 10:17:07.375392
David Terrell,6-2-0,The Soul Assassin,"6'1""",185lbs.,--,Southpaw,"Jan09,1978",2.34,63%,2.71,37%,5.54,50%,0%,5.5,2025-07-24 10:17:07.375392
James Terry,19-9-0,Intensity,"5'10""",170lbs.,--,Orthodox,"Mar16,1981",3.23,32%,4.77,64%,3.31,36%,75%,0.0,2025-07-24 10:17:07.375392
Jeff Terry,2-3-0,,"6'2""",205lbs.,--,,--,1.09,50%,9.27,19%,0.00,0%,100%,0.0,2025-07-24 10:17:07.375392
David Teymur,8-2-0,,"5'9""",155lbs.,"73""",Southpaw,"May01,1989",4.69,43%,3.53,55%,0.94,33%,77%,0.0,2025-07-24 10:17:07.375392
Daniel Teymur,7-4-0,Kid Dynamite,"5'5""",145lbs.,"69""",Orthodox,"Feb03,1988",3.08,46%,3.93,56%,0.56,18%,60%,0.3,2025-07-24 10:17:07.375392
Motonobu Tezuka,28-12-7,,"5'7""",135lbs.,--,Southpaw,"Aug29,1987",0.87,23%,2.80,51%,1.50,11%,0%,0.5,2025-07-24 10:17:07.375392
Jason Thacker,0-1-0,,"5'10""",185lbs.,--,Orthodox,"Aug18,1975",0.63,33%,17.05,32%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Alexia Thainara,12-1-0,Burguesinha,"5'4""",115lbs.,"67""",Orthodox,"Nov20,1995",5.73,40%,2.82,70%,3.07,100%,0%,2.3,2025-07-24 10:17:07.375392
Brandon Thatch,11-5-0,Rukus,"6'2""",170lbs.,"74""",Switch,"Jul11,1985",2.70,42%,3.63,52%,1.36,66%,50%,0.7,2025-07-24 10:17:07.375392
Elias Theodorou,16-3-0,The Spartan,"6'1""",185lbs.,"75""",Orthodox,"May31,1988",4.19,42%,2.39,53%,1.27,28%,59%,0.0,2025-07-24 10:17:07.375392
Nik Theotikos,6-2-0,,--,185lbs.,--,Orthodox,--,0.00,0%,5.48,19%,0.00,0%,0%,4.8,2025-07-24 10:17:07.375392
Paulo Thiago,18-9-0,,"5'11""",170lbs.,"74""",Orthodox,"Jan25,1981",1.71,39%,1.99,63%,1.42,31%,63%,1.2,2025-07-24 10:17:07.375392
Colby Thicknesse,7-1-0,Slickness,"5'7""",135lbs.,"69""",Orthodox,"Jun23,1999",2.53,29%,2.73,48%,0.00,0%,50%,0.0,2025-07-24 10:17:07.375392
Din Thomas,26-9-0 (1 NC),Dinyero,"5'9""",155lbs.,--,Orthodox,"Sep28,1976",1.85,37%,2.60,59%,1.38,52%,76%,1.2,2025-07-24 10:17:07.375392
Ryan Thomas,20-8-0,The Tank Engine,"6'0""",170lbs.,--,Orthodox,"Nov05,1984",2.01,36%,4.17,30%,5.59,33%,0%,2.2,2025-07-24 10:17:07.375392
Noah Thomas,14-7-0,,"5'9""",135lbs.,--,Orthodox,"Mar27,1981",0.44,13%,4.99,33%,0.00,0%,0%,1.3,2025-07-24 10:17:07.375392
Joel Thomas,5-2-0,The NIce Guy,"5'10""",170lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Treston Thomison,10-6-0,,"5'8""",145lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0,2025-07-24 10:17:07.375392
Nick Thompson,38-14-1,The Goat,"6'1""",170lbs.,"74""",Orthodox,"Jun23,1981",1.87,42%,1.80,49%,1.06,100%,35%,2.6,2025-07-24 10:17:07.375392
James Thompson,20-16-0 (1 NC),The Colossus,"6'5""",265lbs.,--,Orthodox,"Dec16,1978",5.13,52%,3.19,41%,3.14,36%,53%,1.3,2025-07-24 10:17:07.375392
Oli Thompson,17-10-0,,"6'1""",242lbs.,"75""",Orthodox,"Jan02,1980",1.66,46%,5.31,46%,0.00,0%,50%,0.5,2025-07-24 10:17:07.375392
Stephen Thompson,17-9-1,Wonderboy,"6'0""",170lbs.,"75""",Orthodox,"Feb11,1983",4.05,46%,3.00,54%,0.23,35%,63%,0.0,2025-07-24 10:17:07.375392
