EVENT,URL,DATE,LOCATION,timestamp,year,month,day,day_of_week,city,state,country,is_ppv,is_fight_night
UFC Fight Night: Miocic vs Hunt,http://ufcstats.com/event-details/8a1b4330c7957961,2015-05-09,"Adelaide, South Australia, Australia",,2015,5,9,5,Adelaide,South Australia,Australia,False,True
UFC 186: Johnson vs Horiguchi,http://ufcstats.com/event-details/997b4f52f76a0b53,2015-04-25,"Montreal, Quebec, Canada",,2015,4,25,5,Montreal,Quebec,Canada,True,False
UFC on FOX: Machida vs Rockhold,http://ufcstats.com/event-details/bc7cf284c1c2f16e,2015-04-18,"Newark, New Jersey, USA",,2015,4,18,5,Newark,New Jersey,USA,False,False
UFC Fight Night: Gonzaga vs Cro Cop 2,http://ufcstats.com/event-details/5de61b03868035ff,2015-04-11,"Krakow, Poland",,2015,4,11,5,Krakow,Poland,,False,True
UFC Fight Night: Mendes vs Lamas,http://ufcstats.com/event-details/16d09e800ad7ec79,2015-04-04,"Fairfax, Virginia, USA",,2015,4,4,5,Fairfax,Virginia,USA,False,True
UFC Fight Night: Maia vs LaFlare,http://ufcstats.com/event-details/fa534853eb195270,2015-03-21,"Rio de Janeiro, Brazil",,2015,3,21,5,Rio de Janeiro,Brazil,,False,True
UFC 185: Pettis vs Dos Anjos,http://ufcstats.com/event-details/f54200f1dfb9b5d4,2015-03-14,"Dallas, Texas, USA",,2015,3,14,5,Dallas,Texas,USA,True,False
UFC 184: Rousey vs Zingano,http://ufcstats.com/event-details/ad4e9055bf8cd04d,2015-02-28,"Los Angeles, California, USA",,2015,2,28,5,Los Angeles,California,USA,True,False
UFC Fight Night: Bigfoot vs Mir,http://ufcstats.com/event-details/0577808d22dfe79c,2015-02-22,"Porto Alegre, Rio Grande do Sul, Brazil",,2015,2,22,6,Porto Alegre,Rio Grande do Sul,Brazil,False,True
UFC Fight Night: Henderson vs Thatch,http://ufcstats.com/event-details/f9c7fe2682af3802,2015-02-14,"Broomfield, Colorado, USA",,2015,2,14,5,Broomfield,Colorado,USA,False,True
UFC 183: Silva vs Diaz,http://ufcstats.com/event-details/43563a32c3f10e95,2015-01-31,"Las Vegas, Nevada, USA",,2015,1,31,5,Las Vegas,Nevada,USA,True,False
UFC on FOX: Gustafsson vs Johnson,http://ufcstats.com/event-details/706404da0775dcbc,2015-01-24,"Stockholm, Sweden",,2015,1,24,5,Stockholm,Sweden,,False,False
UFC Fight Night: McGregor vs Siver,http://ufcstats.com/event-details/f9aa6376ae16bfb4,2015-01-18,"Boston, Massachusetts, USA",,2015,1,18,6,Boston,Massachusetts,USA,False,True
UFC 182: Jones vs Cormier,http://ufcstats.com/event-details/a72d260b436924c4,2015-01-03,"Las Vegas, Nevada, USA",,2015,1,3,5,Las Vegas,Nevada,USA,True,False
UFC Fight Night: Machida vs Dollaway,http://ufcstats.com/event-details/4e5bbc4566049cbf,2014-12-20,"Barueri, Sao Paulo, Brazil",,2014,12,20,5,Barueri,Sao Paulo,Brazil,False,True
UFC on FOX: Dos Santos vs Miocic,http://ufcstats.com/event-details/d4a12dfa4067742f,2014-12-13,"Phoenix, Arizona, USA",,2014,12,13,5,Phoenix,Arizona,USA,False,False
The Ultimate Fighter: A Champion Will Be Crowned Finale,http://ufcstats.com/event-details/222d6b547de2e035,2014-12-12,"Las Vegas, Nevada, USA",,2014,12,12,4,Las Vegas,Nevada,USA,False,False
UFC 181: Hendricks vs Lawler II,http://ufcstats.com/event-details/dfdd0c5dd0d4bc23,2014-12-06,"Las Vegas, Nevada, USA",,2014,12,6,5,Las Vegas,Nevada,USA,True,False
UFC Fight Night: Edgar vs Swanson,http://ufcstats.com/event-details/155a02a8b4311057,2014-11-22,"Austin, Texas, USA",,2014,11,22,5,Austin,Texas,USA,False,True
UFC 180: Werdum vs Hunt,http://ufcstats.com/event-details/59851163aaf1aed8,2014-11-15,"Mexico City, Distrito Federal, Mexico",,2014,11,15,5,Mexico City,Distrito Federal,Mexico,True,False
UFC Fight Night 56: Shogun vs Saint Preux,http://ufcstats.com/event-details/6ca68b636fbc1f18,2014-11-08,"Uberlandia, Minas Gerais, Brazil",,2014,11,8,5,Uberlandia,Minas Gerais,Brazil,False,True
UFC Fight Night: Rockhold vs Bisping,http://ufcstats.com/event-details/371a1c91b24dec2b,2014-11-07,"Sydney, New South Wales, Australia",,2014,11,7,4,Sydney,New South Wales,Australia,False,True
UFC 179: Aldo vs Mendes 2,http://ufcstats.com/event-details/53f02bbc41d99432,2014-10-25,"Rio de Janeiro, Brazil",,2014,10,25,5,Rio de Janeiro,Brazil,,True,False
UFC Fight Night: MacDonald vs Saffiedine,http://ufcstats.com/event-details/0313bf497de9c470,2014-10-04,"Halifax, Nova Scotia, Canada",,2014,10,4,5,Halifax,Nova Scotia,Canada,False,True
UFC Fight Night: Nelson vs Story,http://ufcstats.com/event-details/8dc4f34c1f50d00d,2014-10-04,"Stockholm, Sweden",,2014,10,4,5,Stockholm,Sweden,,False,True
UFC 178: Johnson vs Cariaso,http://ufcstats.com/event-details/3bb030257966b022,2014-09-27,"Las Vegas, Nevada, USA",,2014,9,27,5,Las Vegas,Nevada,USA,True,False
UFC Fight Night: Hunt vs Nelson,http://ufcstats.com/event-details/2dea80c069847321,2014-09-20,"Saitama, Japan",,2014,9,20,5,Saitama,Japan,,False,True
UFC Fight Night: Bigfoot vs Arlovski,http://ufcstats.com/event-details/a71feb7ea7592a71,2014-09-13,"Brasilia, Distrito Federal, Brazil",,2014,9,13,5,Brasilia,Distrito Federal,Brazil,False,True
UFC Fight Night: Jacare vs Mousasi,http://ufcstats.com/event-details/9bcfb40dbcd50568,2014-09-05,"Ledyard, Connecticut, USA",,2014,9,5,4,Ledyard,Connecticut,USA,False,True
UFC 177: Dillashaw vs Soto,http://ufcstats.com/event-details/269d103c96a4c3a5,2014-08-30,"Sacramento, California, USA",,2014,8,30,5,Sacramento,California,USA,True,False
UFC Fight Night: Henderson vs Dos Anjos,http://ufcstats.com/event-details/063649e21bc9d6d5,2014-08-23,"Tulsa, Oklahoma, USA",,2014,8,23,5,Tulsa,Oklahoma,USA,False,True
UFC Fight Night: Bisping vs Le,http://ufcstats.com/event-details/770b9d4813c25902,2014-08-23,"Macau, China",,2014,8,23,5,Macau,China,,False,True
UFC Fight Night: Bader vs Saint Preux,http://ufcstats.com/event-details/fd7acf42bd6e7e95,2014-08-16,"Bangor, Maine, USA",,2014,8,16,5,Bangor,Maine,USA,False,True
UFC on FOX: Lawler vs Brown,http://ufcstats.com/event-details/05fbfe628658c538,2014-07-26,"San Jose, California, USA",,2014,7,26,5,San Jose,California,USA,False,False
UFC Fight Night: McGregor vs Brandao,http://ufcstats.com/event-details/073eee4e62f0d988,2014-07-19,"Dublin, Leinster, Ireland",,2014,7,19,5,Dublin,Leinster,Ireland,False,True
UFC Fight Night: Cowboy vs Miller,http://ufcstats.com/event-details/79ded75550efc139,2014-07-16,"Atlantic City, New Jersey, USA",,2014,7,16,2,Atlantic City,New Jersey,USA,False,True
The Ultimate Fighter: Team Edgar vs. Team Penn Finale,http://ufcstats.com/event-details/1c5879330d42255f,2014-07-06,"Las Vegas, Nevada, USA",,2014,7,6,6,Las Vegas,Nevada,USA,False,False
UFC 175: Weidman vs Machida,http://ufcstats.com/event-details/53adf5b845d91e4a,2014-07-05,"Las Vegas, Nevada, USA",,2014,7,5,5,Las Vegas,Nevada,USA,True,False
UFC Fight Night: Swanson vs Stephens,http://ufcstats.com/event-details/c0ed7b208197e8de,2014-06-28,"San Antonio, Texas, USA",,2014,6,28,5,San Antonio,Texas,USA,False,True
UFC Fight Night: Te Huna vs Marquardt,http://ufcstats.com/event-details/ac9521250dc1a14c,2014-06-28,"Auckland, New Zealand",,2014,6,28,5,Auckland,New Zealand,,False,True
UFC 174: Johnson vs Bagautinov,http://ufcstats.com/event-details/5b5307450405abf0,2014-06-14,"Vancouver, British Columbia, Canada",,2014,6,14,5,Vancouver,British Columbia,Canada,True,False
UFC Fight Night: Henderson vs Khabilov,http://ufcstats.com/event-details/1fcfc3709fe58151,2014-06-07,"Albuquerque, New Mexico, USA",,2014,6,7,5,Albuquerque,New Mexico,USA,False,True
UFC Fight Night: Miocic vs Maldonado,http://ufcstats.com/event-details/59aaf2730b84698a,2014-05-31,"Sao Paulo, Brazil",,2014,5,31,5,Sao Paulo,Brazil,,False,True
UFC Fight Night: Munoz vs Mousasi,http://ufcstats.com/event-details/b757c73f443d4fca,2014-05-31,"Berlin, Germany",,2014,5,31,5,Berlin,Germany,,False,True
UFC 173: Barao vs Dillashaw,http://ufcstats.com/event-details/9ca265dfe8323db3,2014-05-24,"Las Vegas, Nevada, USA",,2014,5,24,5,Las Vegas,Nevada,USA,True,False
UFC Fight Night: Brown vs Silva,http://ufcstats.com/event-details/579fcdfcabd23a7b,2014-05-10,"Cincinnati, Ohio, USA",,2014,5,10,5,Cincinnati,Ohio,USA,False,True
UFC 172: Jones vs Teixeira,http://ufcstats.com/event-details/4f2fcbefb668689d,2014-04-26,"Baltimore, Maryland, USA",,2014,4,26,5,Baltimore,Maryland,USA,True,False
UFC on FOX: Werdum vs Browne,http://ufcstats.com/event-details/a421465acbe59c77,2014-04-19,"Orlando, Florida, USA",,2014,4,19,5,Orlando,Florida,USA,False,False
UFC Fight Night: Bisping vs Kennedy,http://ufcstats.com/event-details/f9f07bb5a43535ed,2014-04-16,"Quebec City, Quebec, Canada",,2014,4,16,2,Quebec City,Quebec,Canada,False,True
UFC Fight Night: Minotauro vs Nelson,http://ufcstats.com/event-details/d632d156c0549e07,2014-04-11,"Abu Dhabi, United Arab Emirates",,2014,4,11,4,Abu Dhabi,United Arab Emirates,,False,True
UFC Fight Night: Shogun vs Henderson 2,http://ufcstats.com/event-details/d5f820c11a121050,2014-03-23,"Natal, Rio Grande do Norte, Brazil",,2014,3,23,6,Natal,Rio Grande do Norte,Brazil,False,True
UFC 171: Hendricks vs Lawler,http://ufcstats.com/event-details/179f1948dc234f1f,2014-03-15,"Dallas, Texas, USA",,2014,3,15,5,Dallas,Texas,USA,True,False
UFC Fight Night: Gustafsson vs Manuwa,http://ufcstats.com/event-details/ebc1f40e00e0c481,2014-03-08,"London, England, United Kingdom",,2014,3,8,5,London,England,United Kingdom,False,True
UFC Fight Night: Kim vs Hathaway,http://ufcstats.com/event-details/a26198ba5093147e,2014-03-01,"Macau, China",,2014,3,1,5,Macau,China,,False,True
UFC 170: Rousey vs McMann,http://ufcstats.com/event-details/3138fab619faf4d1,2014-02-22,"Las Vegas, Nevada, USA",,2014,2,22,5,Las Vegas,Nevada,USA,True,False
UFC Fight Night: Machida vs Mousasi,http://ufcstats.com/event-details/51b0bb73a1da34bc,2014-02-15,"Jaragua do Sul, Santa Catarina, Brazil",,2014,2,15,5,Jaragua do Sul,Santa Catarina,Brazil,False,True
UFC 169: Barao vs Faber 2,http://ufcstats.com/event-details/fc31f896cde2bc2e,2014-02-01,"Newark, New Jersey, USA",,2014,2,1,5,Newark,New Jersey,USA,True,False
UFC on FOX: Henderson vs Thomson,http://ufcstats.com/event-details/a8d521d913df4e31,2014-01-25,"Chicago, Illinois, USA",,2014,1,25,5,Chicago,Illinois,USA,False,False
UFC Fight Night: Rockhold vs Philippou,http://ufcstats.com/event-details/30a09e43f15f1d75,2014-01-15,"Duluth, Georgia, USA",,2014,1,15,2,Duluth,Georgia,USA,False,True
UFC Fight Night: Saffiedine vs Lim,http://ufcstats.com/event-details/e5c9de15bb58b1c6,2014-01-04,"Singapore, Singapore",,2014,1,4,5,Singapore,Singapore,,False,True
UFC 168: Weidman vs Silva 2,http://ufcstats.com/event-details/83d0de122f2f9664,2013-12-28,"Las Vegas, Nevada, USA",,2013,12,28,5,Las Vegas,Nevada,USA,True,False
UFC on FOX: Johnson vs. Benavidez 2,http://ufcstats.com/event-details/480b702debcb5433,2013-12-14,"Sacramento, California, USA",,2013,12,14,5,Sacramento,California,USA,False,False
UFC Fight Night: Hunt vs Bigfoot,http://ufcstats.com/event-details/ee457ef1e1c326c1,2013-12-06,"Brisbane, Queensland, Australia",,2013,12,6,4,Brisbane,Queensland,Australia,False,True
The Ultimate Fighter: Team Rousey vs. Team Tate Finale,http://ufcstats.com/event-details/9a967e8e43dcef63,2013-11-30,"Las Vegas, Nevada, USA",,2013,11,30,5,Las Vegas,Nevada,USA,False,False
UFC 167: St-Pierre vs Hendricks,http://ufcstats.com/event-details/28f3c2258a1d8874,2013-11-16,"Las Vegas, Nevada, USA",,2013,11,16,5,Las Vegas,Nevada,USA,True,False
UFC Fight Night: Belfort vs Henderson 2,http://ufcstats.com/event-details/5d7c18191b8aa432,2013-11-09,"Goiania, Goias, Brazil",,2013,11,9,5,Goiania,Goias,Brazil,False,True
UFC Fight Night: Fight for the Troops 3,http://ufcstats.com/event-details/35dc6220b113b7ec,2013-11-06,"Fort Campbell, Kentucky, USA",,2013,11,6,2,Fort Campbell,Kentucky,USA,False,True
UFC Fight Night: Machida vs Munoz,http://ufcstats.com/event-details/60884f31ead1609c,2013-10-26,"Manchester, England, United Kingdom",,2013,10,26,5,Manchester,England,United Kingdom,False,True
UFC 166: Velasquez vs Dos Santos 3,http://ufcstats.com/event-details/eae4aec1a5a8ff01,2013-10-19,"Houston, Texas, USA",,2013,10,19,5,Houston,Texas,USA,True,False
UFC Fight Night: Maia vs Shields,http://ufcstats.com/event-details/43612456979e5d5e,2013-10-09,"Barueri, Sao Paulo, Brazil",,2013,10,9,2,Barueri,Sao Paulo,Brazil,False,True
UFC 165: Jones vs Gustafsson,http://ufcstats.com/event-details/df5a77121ba84a5d,2013-09-21,"Toronto, Ontario, Canada",,2013,9,21,5,Toronto,Ontario,Canada,True,False
UFC Fight Night: Teixeira vs Bader,http://ufcstats.com/event-details/b23fca14c7b79935,2013-09-04,"Belo Horizonte, Minas Gerais, Brazil",,2013,9,4,2,Belo Horizonte,Minas Gerais,Brazil,False,True
UFC 164: Henderson vs Pettis 2,http://ufcstats.com/event-details/980b4e712489098e,2013-08-31,"Milwaukee, Wisconsin, USA",,2013,8,31,5,Milwaukee,Wisconsin,USA,True,False
UFC Fight Night: Condit vs Kampmann 2,http://ufcstats.com/event-details/e5c38954c006f15c,2013-08-28,"Indianapolis, Indiana, USA",,2013,8,28,2,Indianapolis,Indiana,USA,False,True
UFC Fight Night: Shogun vs Sonnen,http://ufcstats.com/event-details/cf1a88371c8cb690,2013-08-17,"Boston, Massachusetts, USA",,2013,8,17,5,Boston,Massachusetts,USA,False,True
UFC 163: Aldo vs Jung,http://ufcstats.com/event-details/ebc5af72ad5a28cb,2013-08-03,"Rio de Janeiro, Brazil",,2013,8,3,5,Rio de Janeiro,Brazil,,True,False
UFC on FOX: Johnson vs Moraga,http://ufcstats.com/event-details/5330fe7e4c3af81c,2013-07-27,"Seattle, Washington, USA",,2013,7,27,5,Seattle,Washington,USA,False,False
UFC 162: Silva vs Weidman,http://ufcstats.com/event-details/e0b74df14f52cd15,2013-07-06,"Las Vegas, Nevada, USA",,2013,7,6,5,Las Vegas,Nevada,USA,True,False
UFC 161: Evans vs Henderson,http://ufcstats.com/event-details/8fd1f27e86661ede,2013-06-15,"Winnipeg, Manitoba, Canada",,2013,6,15,5,Winnipeg,Manitoba,Canada,True,False
UFC on FUEL TV: Nogueira vs. Werdum,http://ufcstats.com/event-details/7865707fd684d77b,2013-06-08,"Fortaleza, Ceara, Brazil",,2013,6,8,5,Fortaleza,Ceara,Brazil,False,False
UFC 160: Velasquez vs Silva 2,http://ufcstats.com/event-details/3c241737a6069b9f,2013-05-25,"Las Vegas, Nevada, USA",,2013,5,25,5,Las Vegas,Nevada,USA,True,False
UFC on FX: Belfort vs. Rockhold,http://ufcstats.com/event-details/030f08370fd1c2bb,2013-05-18,"Jaragua do Sul, Santa Catarina, Brazil",,2013,5,18,5,Jaragua do Sul,Santa Catarina,Brazil,False,False
UFC 159: Jones vs Sonnen,http://ufcstats.com/event-details/ea0ad155451ed1f5,2013-04-27,"Newark, New Jersey, USA",,2013,4,27,5,Newark,New Jersey,USA,True,False
UFC on FOX: Henderson vs Melendez,http://ufcstats.com/event-details/aa79d5399571068e,2013-04-20,"San Jose, California, USA",,2013,4,20,5,San Jose,California,USA,False,False
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,http://ufcstats.com/event-details/ce47f49e5c386a9c,2013-04-13,"Las Vegas, Nevada, USA",,2013,4,13,5,Las Vegas,Nevada,USA,False,False
UFC on FUEL TV: Mousasi vs Latifi,http://ufcstats.com/event-details/6291ac0a3726732f,2013-04-06,"Stockholm, Sweden",,2013,4,6,5,Stockholm,Sweden,,False,False
UFC 158: St-Pierre vs Diaz,http://ufcstats.com/event-details/f1b2a4365799c48b,2013-03-16,"Montreal, Quebec, Canada",,2013,3,16,5,Montreal,Quebec,Canada,True,False
UFC on FUEL TV: Silva vs. Stann,http://ufcstats.com/event-details/83c6c3e0f8bde8ee,2013-03-02,"Saitama, Japan",,2013,3,2,5,Saitama,Japan,,False,False
UFC 157: Rousey vs Carmouche,http://ufcstats.com/event-details/09c44b317c98bf96,2013-02-23,"Anaheim, California, USA",,2013,2,23,5,Anaheim,California,USA,True,False
UFC on FUEL TV: Barao vs McDonald,http://ufcstats.com/event-details/4679a38cced7c64a,2013-02-16,"London, England, United Kingdom",,2013,2,16,5,London,England,United Kingdom,False,False
UFC 156: Aldo vs Edgar,http://ufcstats.com/event-details/601cf40c09090853,2013-02-02,"Las Vegas, Nevada, USA",,2013,2,2,5,Las Vegas,Nevada,USA,True,False
UFC on FOX: Johnson vs Dodson,http://ufcstats.com/event-details/738acab0c6934dd8,2013-01-26,"Chicago, Illinois, USA",,2013,1,26,5,Chicago,Illinois,USA,False,False
UFC on FX: Belfort vs Bisping,http://ufcstats.com/event-details/56f4b81ec4db61af,2013-01-19,"Sao Paulo, Brazil",,2013,1,19,5,Sao Paulo,Brazil,,False,False
UFC 155: Dos Santos vs Velasquez II,http://ufcstats.com/event-details/c6e6926a81adcd00,2012-12-29,"Las Vegas, Nevada, USA",,2012,12,29,5,Las Vegas,Nevada,USA,True,False
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,http://ufcstats.com/event-details/c6da1c24fe473418,2012-12-15,"Las Vegas, Nevada, USA",,2012,12,15,5,Las Vegas,Nevada,USA,False,False
UFC on FX: Sotiropoulos vs Pearson,http://ufcstats.com/event-details/e8c170a64dc920ac,2012-12-14,"Gold Coast, Queensland, Australia",,2012,12,14,4,Gold Coast,Queensland,Australia,False,False
UFC on FOX: Henderson vs Diaz,http://ufcstats.com/event-details/d1e6a6536ee62517,2012-12-08,"Seattle, Washington, USA",,2012,12,8,5,Seattle,Washington,USA,False,False
